Points,xG0,yG0,zG0,xD0,yD0,zD0,xG1,yG1,zG1,xD1,yD1,zD1,xG2,yG2,zG2,xD2,yD2,zD2,xG3,yG3,zG3,xD3,yD3,zD3,xG4,yG4,zG4,xD4,yD4,zD4,xG5,yG5,zG5,xD5,yD5,zD5,xG6,yG6,zG6,xD6,yD6,zD6,xG7,yG7,zG7,xD7,yD7,zD7,xG8,yG8,zG8,xD8,yD8,zD8,xG9,yG9,zG9,xD9,yD9,zD9,xG10,yG10,zG10,xD10,yD10,zD10,xG11,yG11,zG11,xD11,yD11,zD11,xG12,yG12,zG12,xD12,yD12,zD12,xG13,yG13,zG13,xD13,yD13,zD13,xG14,yG14,zG14,xD14,yD14,zD14,xG15,yG15,zG15,xD15,yD15,zD15,xG16,yG16,zG16,xD16,yD16,zD16,xG17,yG17,zG17,xD17,yD17,zD17,xG18,yG18,zG18,xD18,yD18,zD18,xG19,yG19,zG19,xD19,yD19,zD19,xG20,yG20,zG20,xD20,yD20,zD20,xG21,yG21,zG21,xD21,yD21,zD21,xG22,yG22,zG22,xD22,yD22,zD22,xG23,yG23,zG23,xD23,yD23,zD23,xG24,yG24,zG24,xD24,yD24,zD24,xG25,yG25,zG25,xD25,yD25,zD25,xG26,yG26,zG26,xD26,yD26,zD26,xG27,yG27,zG27,xD27,yD27,zD27,xG28,yG28,zG28,xD28,yD28,zD28,xG29,yG29,zG29,xD29,yD29,zD29,xG30,yG30,zG30,xD30,yD30,zD30,xG31,yG31,zG31,xD31,yD31,zD31,xG32,yG32,zG32,xD32,yD32,zD32,xG33,yG33,zG33,xD33,yD33,zD33,xG34,yG34,zG34,xD34,yD34,zD34,xG35,yG35,zG35,xD35,yD35,zD35,xG36,yG36,zG36,xD36,yD36,zD36,xG37,yG37,zG37,xD37,yD37,zD37,xG38,yG38,zG38,xD38,yD38,zD38,xG39,yG39,zG39,xD39,yD39,zD39,xG40,yG40,zG40,xD40,yD40,zD40,xG41,yG41,zG41,xD41,yD41,zD41,xG42,yG42,zG42,xD42,yD42,zD42,xG43,yG43,zG43,xD43,yD43,zD43,xG44,yG44,zG44,xD44,yD44,zD44,xG45,yG45,zG45,xD45,yD45,zD45
P0,0,0,0,0,0,0,-0.0019010845571756363,0.09244078397750854,0.004606699105352163,0.05224737897515297,-0.0012479738797992468,0.06922709941864014,0.0008395649492740631,0.09496583044528961,-0.0027987693902105093,0.06068761274218559,-0.005993090569972992,0.06670331209897995,0.0007245810702443123,0.09459750354290009,0.008844954892992973,0.055521320551633835,-0.0013550766743719578,0.0634680762887001,8.98321159183979e-05,0.09610217064619064,0.023524180054664612,0.059394124895334244,-0.001130532706156373,0.06127951666712761,0.0008146325126290321,0.096429243683815,0.027372704818844795,0.05972316861152649,-0.0014764878433197737,0.06413845717906952,0.007613728754222393,0.09692522138357162,0.026538504287600517,0.055208027362823486,0.0023327013477683067,0.0655626505613327,0.010171500965952873,0.09802798926830292,0.023417949676513672,0.04749954119324684,0.004035779275000095,0.06719460338354111,0.0015301937237381935,0.09737195819616318,0.02931681089103222,0.05114807188510895,0.0034497922752052546,0.06713105738162994,-0.0030280095525085926,0.09704028815031052,0.028055910021066666,0.050244614481925964,0.004474864341318607,0.06863738596439362,-0.00494580902159214,0.0967690497636795,0.022656701505184174,0.048714373260736465,0.004366183653473854,0.06853390485048294,-0.0016452360432595015,0.09771422296762466,0.015159018337726593,0.05092068016529083,0.0022788848727941513,0.06980401277542114,0.0015608477406203747,0.09875183552503586,0.01740030199289322,0.055047884583473206,0.0006315856007859111,0.0690058022737503,0.005008380860090256,0.09652096778154373,0.02242882177233696,0.052800171077251434,0.0004913979209959507,0.07094025611877441,0.010822522453963757,0.09509836137294769,0.022446556016802788,0.05753565579652786,-0.0028472531121224165,0.06696408987045288,0.011566756293177605,0.09454702585935593,0.03011268936097622,0.056438297033309937,-0.0011653476394712925,0.06912371516227722,0.008650224655866623,0.09432818740606308,0.03743515908718109,0.053948529064655304,-0.0013142888201400638,0.07021290063858032,0.007633667904883623,0.08790918439626694,0.04053246229887009,0.054967235773801804,-0.001065074815414846,0.06863762438297272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4,0,0,0,0,0,0,0.0389842726290226,-0.020718514919281006,-0.01679043285548687,-0.015226820483803749,0.01665225252509117,0.0014288265956565738,0.03958732634782791,-0.020430253818631172,-0.015640176832675934,-0.019985536113381386,0.01510453037917614,0.009056261740624905,0.04076812043786049,-0.017228761687874794,-0.02264871820807457,-0.014294738881289959,0.015261647291481495,0.009514952078461647,0.04214724898338318,-0.014684213325381279,-0.025621924549341202,-0.015963414683938026,0.01507656555622816,0.008681327104568481,0.0411309190094471,-0.010082010179758072,-0.031135113909840584,-0.01986541971564293,0.014157876372337341,0.007804860360920429,0.04548698291182518,-0.0059098294004797935,-0.03337717801332474,-0.020052360370755196,0.015239089727401733,0.008150896988809109,0.04183325543999672,-0.008494808338582516,-0.021541962400078773,-0.014950073324143887,0.017902623862028122,0.006852626334875822,0.03060224838554859,-0.0008621690794825554,-0.024739408865571022,-0.016246940940618515,0.015326764434576035,0.00793165247887373,0.040709592401981354,-0.00045834691263735294,-0.014097879640758038,-0.01693108305335045,0.01225399412214756,0.005323927849531174,0.03732901066541672,-0.007163155358284712,-0.00541822612285614,-0.015621570870280266,0.012207480147480965,0.0032332483679056168,0.03988627716898918,-0.010993517003953457,-0.006996757350862026,-0.02177438884973526,0.010736449621617794,0.0025840867310762405,0.04807756096124649,-0.00977353285998106,0.027182161808013916,-0.01908089965581894,0.010245595127344131,0.004221867769956589,0.04650907590985298,-0.006441095843911171,0.0022195547353476286,-0.023120423778891563,0.00960486475378275,0.003277726238593459,0.048482347279787064,-0.012417003512382507,0.028924567624926567,-0.017735734581947327,0.013069485314190388,0.00915910117328167,0.05099015682935715,-0.01598118431866169,-0.0014472116017714143,-0.019087396562099457,0.016270488500595093,0.005703255999833345,0.05325721204280853,-0.028290385380387306,0.014134484343230724,-0.019196972250938416,0.015189854428172112,0.003448487725108862,0.060991428792476654,-0.02059546671807766,0.039199091494083405,-0.021211599931120872,0.013952778652310371,0.005387191195040941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8,0,0,0,0,0,0,0.019648604094982147,-0.08588335663080215,-0.01165857445448637,-0.0536455363035202,0.026858042925596237,0.035589780658483505,0.014860846102237701,-0.08738776296377182,-0.010413076728582382,-0.05763363838195801,0.02517707087099552,0.039944518357515335,0.01605176366865635,-0.08997499197721481,-0.012749372981488705,-0.0507323183119297,0.025863446295261383,0.038667380809783936,0.01885753683745861,-0.09196881949901581,-0.01117178238928318,-0.0517936535179615,0.023950856178998947,0.038958728313446045,0.017548156902194023,-0.09244108200073242,-0.012772050686180592,-0.0546128936111927,0.02173745632171631,0.0370878241956234,0.016756759956479073,-0.08978135883808136,-0.018217429518699646,-0.049870070070028305,0.022713201120495796,0.03722221776843071,0.01892698183655739,-0.08956614881753922,-0.010583817958831787,-0.04492625594139099,0.023317279294133186,0.038937877863645554,0.021460821852087975,-0.08259521424770355,-0.014100059866905212,-0.048556532710790634,0.022333426401019096,0.03965106979012489,0.02367643266916275,-0.08276905864477158,-0.01831531897187233,-0.0466669425368309,0.021006792783737183,0.04012487828731537,0.02134118042886257,-0.0893968790769577,-0.01073585543781519,-0.04699622839689255,0.022594185546040535,0.0391012467443943,0.02077028900384903,-0.08290402591228485,-0.0049089170061051846,-0.04966997727751732,0.022590937092900276,0.03659961000084877,0.026391927152872086,-0.08678692579269409,-0.0032257274724543095,-0.0517611987888813,0.024046948179602623,0.03444160521030426,0.023772556334733963,-0.08896393328905106,-0.007696336600929499,-0.05065874755382538,0.023387858644127846,0.03660230338573456,0.016115061938762665,-0.090462327003479,-0.005915812682360411,-0.0527581125497818,0.021456990391016006,0.039598122239112854,0.008427530527114868,-0.08784911036491394,-0.0034351858776062727,-0.05423988774418831,0.021783946081995964,0.03640878573060036,-0.0002616783604025841,-0.09174725413322449,-0.011606679297983646,-0.05318601801991463,0.021273711696267128,0.03745250776410103,-0.007810008712112904,-0.08075185865163803,-0.012892148457467556,-0.05300891771912575,0.020042652264237404,0.0380060151219368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P12,0,0,0,0,0,0,0.025051794946193695,0.013257887214422226,-0.022801753133535385,-0.013916672207415104,0.01677824556827545,0.05029415711760521,0.02433798834681511,0.015277506783604622,-0.02174261584877968,-0.01645195670425892,0.016364680603146553,0.05579164996743202,0.024480480700731277,0.013159402646124363,-0.022761180996894836,-0.011526800692081451,0.014923709444701672,0.05539698898792267,0.025948069989681244,0.018148554489016533,-0.021461984142661095,-0.014995187520980835,0.01670421101152897,0.05321924015879631,0.02702435292303562,0.0175735205411911,-0.022068621590733528,-0.014760024845600128,0.01438487134873867,0.05412193387746811,0.028797179460525513,0.01737174391746521,-0.008832850493490696,-0.012209780514240265,0.015396181493997574,0.05326400697231293,0.026728728786110878,0.016646798700094223,-0.002555924467742443,-0.013057933188974857,0.017176553606987,0.05411115288734436,0.02576436847448349,0.025557097047567368,0.003084668656811118,-0.017096316441893578,0.01849907636642456,0.054447904229164124,0.04126042127609253,0.020284397527575493,-0.0037306519225239754,-0.017934834584593773,0.018386878073215485,0.05486765876412392,0.027036581188440323,0.019749490544199944,-0.010834085755050182,-0.01629965752363205,0.019241737201809883,0.055160924792289734,0.02457110397517681,-0.06994784623384476,-0.029585061594843864,-0.014986902475357056,0.016046347096562386,0.05689225345849991,0.032821718603372574,0.026042835786938667,0.0007901455392129719,-0.015307274647057056,0.014700789004564285,0.056263286620378494,0.03551027923822403,0.023071032017469406,0.002273398218676448,-0.015870332717895508,0.011955581605434418,0.057559553533792496,0.03741554915904999,0.013913837261497974,0.0012947735376656055,-0.019221143797039986,0.016350727528333664,0.058447375893592834,0.04552384838461876,-0.0074742441065609455,-0.004163328558206558,-0.015423748642206192,0.015798743814229965,0.0559304803609848,0.036811746656894684,-0.051651373505592346,-0.04193359240889549,-0.016001876443624496,0.01562649756669998,0.0555938184261322,-0.0028768684715032578,-0.08730171620845795,-0.04888441041111946,-0.015941189602017403,0.013773639686405659,0.05577874556183815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16,0,0,0,0,0,0,0.013886097818613052,0.039467524737119675,-0.023458773270249367,-0.0027838631067425013,0.021559938788414,0.05284912511706352,0.01457006111741066,0.0407450832426548,-0.0220003891736269,-0.001156679354608059,0.021706566214561462,0.058616120368242264,0.013370438478887081,0.041930146515369415,-0.021547751501202583,-0.0005413413746282458,0.019887926056981087,0.05644744634628296,0.016931138932704926,0.04449651390314102,-0.0200671199709177,-0.0017500589601695538,0.021164270117878914,0.055270105600357056,0.018546191975474358,0.04461747780442238,-0.018324993550777435,-0.0025187600404024124,0.02028294838964939,0.056966014206409454,0.023455685004591942,0.04267628490924835,-0.010767044499516487,-0.0011899711098521948,0.02181406319141388,0.05444067344069481,0.023062245920300484,0.03948255628347397,-0.010268603451550007,-0.0011773708974942565,0.01896320842206478,0.05874255672097206,0.019765270873904228,0.0434296578168869,-0.0065671964548528194,-0.0007309711072593927,0.0199658814817667,0.05803576111793518,0.02338011935353279,0.04568824544548988,-0.007607876323163509,-0.0016261236742138863,0.019804641604423523,0.058246910572052,0.019999826326966286,0.04498118534684181,-0.012325573712587357,-0.0021550008095800877,0.020764091983437538,0.0587872751057148,0.019970951601862907,0.03646564483642578,-0.008104964159429073,-0.002148156054317951,0.02071535959839821,0.05896192416548729,0.02738337405025959,0.044674258679151535,-0.0071753207594156265,-0.0027926056645810604,0.020264506340026855,0.05611575394868851,0.03404936566948891,0.041781820356845856,-0.005106152500957251,-0.003846143139526248,0.01930324174463749,0.05956026166677475,0.03966302052140236,0.02856258861720562,-0.008639747276902199,-0.004744754172861576,0.021015260368585587,0.061627645045518875,0.045142438262701035,0.01581089198589325,-0.013015607371926308,-0.00430665910243988,0.023212380707263947,0.0579310804605484,0.03445722535252571,-0.02854236215353012,-0.0602472685277462,-0.003637867048382759,0.02197251468896866,0.05839253589510918,0.0024443557485938072,-0.06115547940135002,-0.06680437177419662,-0.003546234453096986,0.020353250205516815,0.058601681143045425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20,0,0,0,0,0,0,0.0015873503871262074,0.03644707798957825,-0.039073970168828964,0.007208678871393204,0.03080994449555874,0.04686379060149193,0.0017164730234071612,0.03848413750529289,-0.03524196147918701,0.007833578623831272,0.03614760562777519,0.050482504069805145,0.001384856179356575,0.03981397673487663,-0.034761566668748856,0.006936004851013422,0.031635038554668427,0.04905952513217926,0.005094475112855434,0.044328995048999786,-0.03308076784014702,0.008035010658204556,0.03194456920027733,0.04688494652509689,0.006174979265779257,0.046247176826000214,-0.031907279044389725,0.007709371391683817,0.03186134248971939,0.04830511659383774,0.011909008026123047,0.04584778472781181,-0.024656221270561218,0.007600152399390936,0.03450872004032135,0.04643900319933891,0.014494392089545727,0.045094236731529236,-0.02248099073767662,0.006782851181924343,0.030089708045125008,0.049266666173934937,0.012981463223695755,0.046297457069158554,-0.022044658660888672,0.008296113461256027,0.030295327305793762,0.04894840717315674,0.014379099011421204,0.04387033358216286,-0.023016074672341347,0.007019661366939545,0.02949998900294304,0.04995249584317207,0.012641353532671928,0.03985660895705223,-0.030857114121317863,0.006289057899266481,0.028792614117264748,0.04958140477538109,0.01033012568950653,0.03892907127737999,-0.027281856164336205,0.0063937087543308735,0.02921401523053646,0.05171545594930649,0.021697169169783592,0.04316703602671623,-0.02657279744744301,0.006411291193217039,0.029074735939502716,0.04906655102968216,0.029139110818505287,0.04332933947443962,-0.023380087688565254,0.004659087397158146,0.030101118609309196,0.052313003689050674,0.03645177558064461,0.03225615620613098,-0.02298649586737156,0.004683539271354675,0.03205759823322296,0.052403517067432404,0.038399163633584976,0.025924762710928917,-0.02469361573457718,0.004794147796928883,0.03457985073328018,0.05119150131940842,0.024046123027801514,-0.0037654333282262087,-0.06423721462488174,0.004498107358813286,0.032980162650346756,0.052784256637096405,0.007583375088870525,-0.019077036529779434,-0.08036202192306519,0.004948922898620367,0.03238840028643608,0.052539627999067307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0,-0.004012421239167452,0.0921778529882431,0.04015882685780525,0,0,0,-0.00921691209077835,0.020392781123518944,0.06532082706689835,-0.003482326865196228,0.08907967805862427,0.04022495448589325,0.016145825386047363,0.015151641331613064,0.090092234313488,-0.0017644119216129184,0.09082488715648651,0.03902379795908928,0.0008371663279831409,0.020744144916534424,0.08176116645336151,-0.0024188156239688396,0.0892181470990181,0.03924277797341347,-0.0049650096334517,0.03101939707994461,0.0784248486161232,-0.006011616438627243,0.08780141919851303,0.039906229823827744,0.0005112458020448685,0.03298317641019821,0.0772734135389328,-0.0038598808459937572,0.08939559757709503,0.039122920483350754,0.002847480121999979,0.03332827240228653,0.07588997483253479,-0.002891046926379204,0.09113912284374237,0.03923835977911949,0.011424499563872814,0.03641551733016968,0.07859376072883606,-0.0030143088661134243,0.08736634999513626,0.040422599762678146,0.023186078295111656,0.03733523562550545,0.08061670511960983,0.002804331248626113,0.08986146748065948,0.03519800305366516,0.02902919426560402,0.035029441118240356,0.08587281405925751,0.008795442059636116,0.090318463742733,0.02822590246796608,0.027075523510575294,0.0330556258559227,0.08664561063051224,0.014747615903615952,0.09142876416444778,0.02606036141514778,0.028862526640295982,0.035132985562086105,0.08281124383211136,0.008088738657534122,0.0908433049917221,0.031796645373106,0.02985236980021,0.02939191646873951,0.08775568008422852,0.006366445682942867,0.09045806527137756,0.030795229598879814,0.031388986855745316,0.03251563012599945,0.08584912121295929,0.007748543284833431,0.09309492260217667,0.02325710467994213,0.02556522563099861,0.03242022544145584,0.0876900851726532,0.004925228655338287,0.09550689160823822,0.0212116539478302,0.020800121128559113,0.02833031304180622,0.08867640793323517,0.0016587371937930584,0.09623343497514725,0.01984788104891777,0.02015802264213562,0.03003980591893196,0.08710575848817825,-0.006994656287133694,0.096147321164608,0.028646240010857582,0.015658680349588394,0.02995709516108036,0.08746683597564697,0.0015016389079391956,0.09745625406503677,0.03127552568912506,0.022873131558299065,0.026126490905880928,0.09205000102519989,0.005226594861596823,0.09701581299304962,0.03032224252820015,0,0,0,0.017875535413622856,0.02565343677997589,0.09393993765115738,-0.00758148031309247,0.018361639231443405,0.07787640392780304,-0.008908730000257492,0.0843941867351532,0.05173806473612785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4,0.032299790531396866,-0.01410607062280178,0.005649199243634939,0,0,0,-0.03476780652999878,-0.04609891027212143,-0.005707413889467716,0.03193129599094391,-0.014409353025257587,-0.0065636713989079,-0.025499967858195305,-0.0646640956401825,-0.012947232462465763,0.04177400469779968,-0.007855442352592945,-0.011705372482538223,-0.03278350830078125,-0.05891672894358635,-0.008416972123086452,0.04720665514469147,-0.0058546788059175014,-0.01295874547213316,-0.033809151500463486,-0.058925725519657135,-0.003870742628350854,0.06200264021754265,-0.0035499101504683495,-0.004547114484012127,-0.03836983069777489,-0.058934301137924194,-0.005051680374890566,0.0618816539645195,0.00016528996638953686,-0.006091946270316839,-0.034624453634023666,-0.05585772171616554,-0.0030224379152059555,0.059463851153850555,-0.0063275606371462345,0.0044742608442902565,-0.03201689198613167,-0.053353630006313324,0.0006997094606049359,0.05154252052307129,-0.005548062734305859,8.325069939019158e-05,-0.029180146753787994,-0.05304671823978424,0.001945593860000372,0.047330379486083984,-0.01293523982167244,0.023714719340205193,-0.03005445934832096,-0.055690374225378036,0.0020290501415729523,0.052497364580631256,-0.010694717057049274,0.028173498809337616,-0.030352696776390076,-0.05542086809873581,-0.001556416042149067,0.05230514705181122,-0.012937353923916817,0.022757897153496742,-0.03260082006454468,-0.052184250205755234,-0.0018470509676262736,0.03982778266072273,-0.012455102056264877,0.005891051609069109,-0.03318963572382927,-0.05541849881410599,-0.006385824177414179,0.04519262537360191,-0.009126032702624798,0.003007269697263837,-0.035102903842926025,-0.05568850785493851,-0.008003455586731434,0.05106078460812569,-0.01392432115972042,0.017955591902136803,-0.033136218786239624,-0.05697357654571533,-0.012219196185469627,0.04816475510597229,-0.015456096269190311,0.02894580364227295,-0.03005092218518257,-0.05928073078393936,-0.012268690392374992,0.04706922918558121,-0.012937481515109539,0.03056989796459675,-0.031238369643688202,-0.05498575046658516,-0.012278536334633827,0.03375179320573807,-0.0029534464702010155,-0.007991913706064224,-0.0292406864464283,-0.05360627919435501,-0.011781291104853153,0.04125524312257767,-0.006113274488598108,-0.01801193132996559,-0.031289294362068176,-0.05684174597263336,-0.012933501042425632,0.05218099430203438,-0.007237580604851246,-0.017459647729992867,0,0,0,-0.033024609088897705,-0.06039038300514221,-0.01683916337788105,-0.03284171596169472,-0.042183440178632736,-0.009874854236841202,0.05605343356728554,-0.015354307368397713,-0.009164434857666492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8,0.02387465164065361,-0.07978665083646774,-0.014150691218674183,0,0,0,-0.029109325259923935,-0.04243691265583038,-0.01759810373187065,0.02376091480255127,-0.08064288645982742,-0.011438253335654736,-0.01846170797944069,-0.024640917778015137,0.03420129790902138,0.02349006198346615,-0.07933023571968079,-0.009619795717298985,-0.024126878008246422,-0.041063446551561356,-0.0059458306059241295,0.03031865879893303,-0.08230581134557724,-0.011242569424211979,-0.030991287901997566,-0.05212867632508278,-0.02062547579407692,0.036057889461517334,0.0010039347689598799,0.027980240061879158,-0.037319328635931015,-0.05854716897010803,-0.018239825963974,0.038738831877708435,0.0007429465185850859,0.027343139052391052,-0.04082876816391945,-0.05981219559907913,-0.024761442095041275,0.04035785421729088,0.011088265106081963,0.03415338322520256,-0.0361970029771328,-0.05215534195303917,-0.04265179857611656,0.03618159517645836,0.0166877880692482,0.03324296697974205,-0.034588683396577835,-0.046106405556201935,-0.038740746676921844,0.03825138136744499,0.020558306947350502,0.033806972205638885,-0.027673382312059402,-0.038117844611406326,-0.01586625911295414,0.036290958523750305,-0.020362012088298798,0.01557459682226181,-0.025803890079259872,-0.00886569730937481,0.02291014976799488,0.02157001383602619,-0.08313585072755814,-0.010212075896561146,-0.026597432792186737,-0.03647772595286369,-0.015148364007472992,0.026970431208610535,-0.08764749020338058,-0.008829578757286072,-0.02313544973731041,-0.008941659703850746,0.04195074737071991,0.025927064940333366,-0.08409073948860168,-0.011090516112744808,-0.02565370872616768,-0.017497090622782707,0.018055591732263565,0.01840800605714321,-0.0791933611035347,-0.009747639298439026,-0.033553317189216614,-0.007404431700706482,0.028008945286273956,0.018911799415946007,-0.07803303748369217,-0.005998553708195686,-0.02603103592991829,-0.008526108227670193,0.041239090263843536,0.012675570324063301,-0.08937761932611465,-0.003094729268923402,-0.024714460596442223,-0.008322668261826038,0.04432905092835426,0.004311458207666874,-0.09084056317806244,-0.008948917500674725,-0.022868547588586807,-0.003930055536329746,0.05151529982686043,-0.0014336323365569115,-0.09462340921163559,-0.0007226975285448134,-0.027987007051706314,-0.006260829046368599,0.036349352449178696,-0.006662958767265081,-0.09341488778591156,-0.007597960066050291,0,0,0,-0.0433293916285038,-0.0054723042994737625,0.021944809705018997,-0.031105248257517815,-0.03809131681919098,-0.021787768229842186,0.004897106438875198,-0.08490638434886932,-0.0028522517532110214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P12,0.03685661032795906,0.023021133616566658,0.024161865934729576,0,0,0,-0.035661324858665466,-0.016968872398138046,-0.0025752047076821327,0.0368497334420681,0.02193523198366165,0.021582672372460365,-0.011811153963208199,-0.012115204706788063,0.04013523459434509,0.03417648375034332,0.023166166618466377,0.021696902811527252,-0.016859954223036766,-0.014436841942369938,0.03470350801944733,0.03343209624290466,0.023349661380052567,0.021214429289102554,-0.020484767854213715,-0.009944689460098743,0.031111709773540497,0.031393036246299744,0.018279528245329857,0.026885638013482094,-0.02158527635037899,-0.00875766295939684,0.035236019641160965,0.032757215201854706,0.023488441482186317,0.030472682788968086,-0.01941557228565216,-0.007210434414446354,0.03468868136405945,0.03436587378382683,0.02059566043317318,0.02987639419734478,-0.02210058458149433,-0.005089051090180874,0.03521464765071869,0.030679555609822273,0.022880513221025467,0.027187012135982513,-0.0267030019313097,-0.0011665825732052326,0.040339794009923935,0.03093789704144001,0.02869984321296215,0.02483031339943409,-0.029713446274399757,-0.0038100462406873703,0.044499751180410385,0.0311588142067194,0.01905995048582554,0.018186060711741447,-0.025120843201875687,-0.0009398078545928001,0.048976100981235504,0.03682375326752663,0.022955812513828278,0.0127271618694067,-0.027590464800596237,-0.0049674902111291885,0.04330601915717125,0.03827853500843048,0.019995102658867836,0.015063608065247536,-0.023171694949269295,-0.0026499945670366287,0.051593951880931854,0.03686395660042763,0.025285400450229645,0.009323912672698498,-0.027455635368824005,-0.004051231779158115,0.046559348702430725,0.03957608714699745,0.024185748770833015,0.008607669733464718,-0.02763935551047325,-0.0034322794526815414,0.05337085947394371,0.03880210593342781,0.024915559217333794,0.009275291115045547,-0.027460655197501183,-0.00521379429847002,0.052988335490226746,0.03831033408641815,0.028996486216783524,0.0013687668833881617,-0.0276503786444664,-0.005500120110809803,0.05412515997886658,0.03145128861069679,0.01713983714580536,-0.01504653412848711,-0.024700794368982315,-0.0027666306123137474,0.05842539668083191,0.027424495667219162,-0.011739403009414673,-0.027609778568148613,-0.02877342514693737,-0.005411875434219837,0.05628199130296707,0.03505188226699829,0.011374014429748058,-0.021454162895679474,0,0,0,-0.036288678646087646,-0.008010840974748135,0.055698953568935394,-0.038790129125118256,-0.011169170960783958,0.009033527225255966,-0.005916275084018707,-0.09399152547121048,-0.02725544385612011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
